street,sq__ft,sale_date,price,latitude,longitude,city,state,zip,beds,baths,type,Empty Lot,Street Types
7109 CHANDLER DR,1013,Mon May 19 00:00:00 EDT 2008,85000,38.497237,-121.42418700000002,SACRAMENTO,CA,95828,3,1,Residential,False,DR
7541 SKELTON WAY,1012,Mon May 19 00:00:00 EDT 2008,90000,38.484274,-121.488851,SACRAMENTO,CA,95822,3,1,Residential,False,WAY
9058 MONTOYA ST,795,Mon May 19 00:00:00 EDT 2008,90000,38.559144,-121.36838700000001,SACRAMENTO,CA,95826,2,1,Condo,False,ST
1016 CONGRESS AVE,918,Mon May 19 00:00:00 EDT 2008,91000,38.630151,-121.44278899999999,SACRAMENTO,CA,95838,2,2,Residential,False,AVE
540 MORRISON AVE,1082,Mon May 19 00:00:00 EDT 2008,95000,38.637704,-121.453946,SACRAMENTO,CA,95838,3,1,Residential,False,AVE
5303 JERRETT WAY,964,Mon May 19 00:00:00 EDT 2008,97500,38.663282,-121.35963100000001,SACRAMENTO,CA,95842,2,1,Residential,False,WAY
2820 DEL PASO BLVD,1404,Mon May 19 00:00:00 EDT 2008,100000,38.617717999999996,-121.44008899999999,SACRAMENTO,CA,95815,4,2,Multi-Family,False,BLVD
3715 TALLYHO DR Unit 78HIGH,625,Mon May 19 00:00:00 EDT 2008,100000,38.544627,-121.35796,SACRAMENTO,CA,95826,1,1,Condo,False,DR
6013 ROWAN WAY,888,Mon May 19 00:00:00 EDT 2008,101000,38.675893,-121.2963,CITRUS HEIGHTS,CA,95621,2,1,Residential,False,WAY
2987 PONDEROSA LN,1120,Mon May 19 00:00:00 EDT 2008,102750,38.622243,-121.45786299999999,SACRAMENTO,CA,95815,4,2,Residential,False,LN
3732 LANKERSHIM WAY,1331,Mon May 19 00:00:00 EDT 2008,112500,38.68972,-121.378399,NORTH HIGHLANDS,CA,95660,3,1,Residential,False,WAY
2216 DUNLAP DR,1014,Mon May 19 00:00:00 EDT 2008,113000,38.623738,-121.41305,SACRAMENTO,CA,95821,3,1,Residential,False,DR
3503 21ST AVE,1448,Mon May 19 00:00:00 EDT 2008,114000,38.533609999999996,-121.46930800000001,SACRAMENTO,CA,95820,4,2,Residential,False,AVE
523 EXCHANGE ST,966,Mon May 19 00:00:00 EDT 2008,114000,38.659414,-121.45408,SACRAMENTO,CA,95838,3,1,Residential,False,ST
8101 PORT ROYALE WAY,779,Mon May 19 00:00:00 EDT 2008,114750,38.463929,-121.438667,SACRAMENTO,CA,95823,2,1,Residential,False,WAY
8020 WALERGA RD,836,Mon May 19 00:00:00 EDT 2008,115000,38.71607,-121.36446799999999,ANTELOPE,CA,95843,2,2,Condo,False,RD
167 VALLEY OAK DR,1100,Mon May 19 00:00:00 EDT 2008,115000,38.732428999999996,-121.288069,ROSEVILLE,CA,95678,2,2,Condo,False,DR
7876 BURLINGTON WAY,1174,Mon May 19 00:00:00 EDT 2008,116100,38.470093,-121.468347,SACRAMENTO,CA,95832,3,1,Residential,False,WAY
3726 JONKO AVE,1207,Mon May 19 00:00:00 EDT 2008,119250,38.656131,-121.377265,NORTH HIGHLANDS,CA,95660,3,2,Residential,False,AVE
7342 GIGI PL,1995,Mon May 19 00:00:00 EDT 2008,120000,38.490704,-121.410176,SACRAMENTO,CA,95828,4,4,Multi-Family,False,PL
2610 PHYLLIS AVE,804,Mon May 19 00:00:00 EDT 2008,120000,38.53105,-121.479574,SACRAMENTO,CA,95820,2,1,Residential,False,AVE
4200 COMMERCE WAY Unit 711,958,Mon May 19 00:00:00 EDT 2008,120000,38.647523,-121.52321699999999,SACRAMENTO,CA,95834,2,2,Condo,False,WAY
4621 COUNTRY SCENE WAY,1366,Mon May 19 00:00:00 EDT 2008,120108,38.470187,-121.448149,SACRAMENTO,CA,95823,3,2,Residential,False,WAY
5380 VILLAGE WOOD DR,901,Mon May 19 00:00:00 EDT 2008,121500,38.454949,-121.440578,SACRAMENTO,CA,95823,2,2,Residential,False,DR
2621 EVERGREEN ST,696,Mon May 19 00:00:00 EDT 2008,121725,38.613103,-121.44408500000002,SACRAMENTO,CA,95815,3,1,Residential,False,ST
201 CARLO CT,1080,Mon May 19 00:00:00 EDT 2008,122000,38.24227,-121.31031999999999,GALT,CA,95632,3,2,Residential,False,CT
6743 21ST ST,1104,Mon May 19 00:00:00 EDT 2008,123000,38.50372,-121.49065700000001,SACRAMENTO,CA,95822,3,2,Residential,False,ST
3128 VIA GRANDE,972,Mon May 19 00:00:00 EDT 2008,125000,38.598321,-121.39161000000001,SACRAMENTO,CA,95825,2,1,Residential,False,GRANDE
2847 BELGRADE WAY,1390,Mon May 19 00:00:00 EDT 2008,125573,38.617173,-121.482541,SACRAMENTO,CA,95833,4,2,Residential,False,WAY
7741 MILLDALE CIR,1354,Mon May 19 00:00:00 EDT 2008,126714,38.705834,-121.43919,ELVERTA,CA,95626,4,2,Residential,False,CIR
9013 CASALS ST,795,Mon May 19 00:00:00 EDT 2008,126960,38.557045,-121.37167,SACRAMENTO,CA,95826,2,1,Condo,False,ST
227 MAHAN CT Unit 1,780,Mon May 19 00:00:00 EDT 2008,127000,38.749722999999996,-121.27008000000001,ROSEVILLE,CA,95678,2,1,Condo,False,CT
7349 FLETCHER FARM DR,1587,Mon May 19 00:00:00 EDT 2008,127500,38.49069,-121.38261899999999,SACRAMENTO,CA,95828,4,2,Residential,False,DR
7226 LARCHMONT DR,1209,Mon May 19 00:00:00 EDT 2008,130000,38.699269,-121.37633400000001,NORTH HIGHLANDS,CA,95660,3,2,Residential,False,DR
4114 35TH AVE,1139,Mon May 19 00:00:00 EDT 2008,133105,38.520941,-121.459355,SACRAMENTO,CA,95824,2,1,Residential,False,AVE
617 M ST,1690,Mon May 19 00:00:00 EDT 2008,136500,38.691103999999996,-121.45183200000001,RIO LINDA,CA,95673,2,2,Residential,False,ST
7032 FAIR OAKS BLVD,1245,Mon May 19 00:00:00 EDT 2008,139500,38.628563,-121.32829699999999,CARMICHAEL,CA,95608,3,2,Condo,False,BLVD
2421 SANTINA WAY,1416,Mon May 19 00:00:00 EDT 2008,140000,38.71865,-121.40776299999999,ELVERTA,CA,95626,3,2,Residential,False,WAY
2368 CRAIG AVE,1300,Mon May 19 00:00:00 EDT 2008,140800,38.47807,-121.48114,SACRAMENTO,CA,95832,3,2,Residential,False,AVE
2123 AMANDA WAY,1120,Mon May 19 00:00:00 EDT 2008,145000,38.484896,-121.486948,SACRAMENTO,CA,95822,3,2,Residential,False,WAY
7620 DARLA WAY,1590,Mon May 19 00:00:00 EDT 2008,147000,38.478502,-121.403517,SACRAMENTO,CA,95828,4,2,Residential,False,WAY
8344 FIELDPOPPY CIR,1407,Mon May 19 00:00:00 EDT 2008,149600,38.479083,-121.400702,SACRAMENTO,CA,95828,3,2,Residential,False,CIR
3624 20TH AVE,1516,Mon May 19 00:00:00 EDT 2008,150000,38.534508,-121.46790700000001,SACRAMENTO,CA,95820,5,2,Residential,False,AVE
10001 WOODCREEK OAKS BLVD Unit 1415,0,Mon May 19 00:00:00 EDT 2008,150000,38.795528999999995,-121.328819,ROSEVILLE,CA,95747,2,2,Condo,True,BLVD
2848 PROVO WAY,1646,Mon May 19 00:00:00 EDT 2008,150000,38.489759,-121.474754,SACRAMENTO,CA,95822,3,2,Residential,False,WAY
6045 EHRHARDT AVE,1676,Mon May 19 00:00:00 EDT 2008,155000,38.457157,-121.43306499999998,SACRAMENTO,CA,95823,3,2,Residential,False,AVE
1223 LAMBERTON CIR,1370,Mon May 19 00:00:00 EDT 2008,155435,38.646677000000004,-121.437573,SACRAMENTO,CA,95838,3,2,Residential,False,CIR
1223 LAMBERTON CIR,1370,Mon May 19 00:00:00 EDT 2008,155500,38.646677000000004,-121.437573,SACRAMENTO,CA,95838,3,2,Residential,False,CIR
6000 BIRCHGLADE WAY,1351,Mon May 19 00:00:00 EDT 2008,158000,38.70166,-121.323249,CITRUS HEIGHTS,CA,95621,4,2,Residential,False,WAY
7204 THOMAS DR,1152,Mon May 19 00:00:00 EDT 2008,158000,38.697897999999995,-121.37768700000001,NORTH HIGHLANDS,CA,95660,3,2,Residential,False,DR
8363 LANGTREE WAY,1452,Mon May 19 00:00:00 EDT 2008,160000,38.453559999999996,-121.43595900000001,SACRAMENTO,CA,95823,3,2,Residential,False,WAY
1675 VERNON ST Unit 8,990,Mon May 19 00:00:00 EDT 2008,160000,38.734136,-121.29963899999998,ROSEVILLE,CA,95678,2,1,Residential,False,ST
6632 IBEX WOODS CT,1162,Mon May 19 00:00:00 EDT 2008,164000,38.720867999999996,-121.309855,CITRUS HEIGHTS,CA,95621,2,2,Residential,False,CT
117 EVCAR WAY,1182,Mon May 19 00:00:00 EDT 2008,164000,38.687659000000004,-121.4633,RIO LINDA,CA,95673,3,2,Residential,False,WAY
6485 LAGUNA MIRAGE LN,1112,Mon May 19 00:00:00 EDT 2008,165000,38.42465,-121.43013700000002,ELK GROVE,CA,95758,2,2,Residential,False,LN
746 MOOSE CREEK WAY,1100,Mon May 19 00:00:00 EDT 2008,167000,38.283085,-121.302071,GALT,CA,95632,3,2,Residential,False,WAY
8306 CURLEW CT,1280,Mon May 19 00:00:00 EDT 2008,167293,38.715781,-121.298519,CITRUS HEIGHTS,CA,95621,4,2,Residential,False,CT
8306 CURLEW CT,1280,Mon May 19 00:00:00 EDT 2008,167293,38.715781,-121.298519,CITRUS HEIGHTS,CA,95621,4,2,Residential,False,CT
5217 ARGO WAY,1039,Mon May 19 00:00:00 EDT 2008,168000,38.52774,-121.433669,SACRAMENTO,CA,95820,3,1,Residential,False,WAY
7108 HEATHER TREE DR,1159,Mon May 19 00:00:00 EDT 2008,170000,38.695677,-121.36022,SACRAMENTO,CA,95842,3,2,Residential,False,DR
2956 DAVENPORT WAY,1917,Mon May 19 00:00:00 EDT 2008,170000,38.620687,-121.482619,SACRAMENTO,CA,95833,4,2,Residential,False,WAY
10062 LINCOLN VILLAGE DR,1520,Mon May 19 00:00:00 EDT 2008,170000,38.564,-121.32002299999999,SACRAMENTO,CA,95827,3,2,Residential,False,DR
332 PALIN AVE,1204,Mon May 19 00:00:00 EDT 2008,174000,38.260467,-121.302636,GALT,CA,95632,3,2,Residential,False,AVE
4649 FREEWAY CIR,1120,Mon May 19 00:00:00 EDT 2008,178000,38.658734,-121.357196,SACRAMENTO,CA,95841,3,2,Residential,False,CIR
8593 DERLIN WAY,1436,Mon May 19 00:00:00 EDT 2008,180000,38.447585,-121.426627,SACRAMENTO,CA,95823,3,2,Residential,False,WAY
9273 PREMIER WAY,1451,Mon May 19 00:00:00 EDT 2008,180000,38.55992,-121.352539,SACRAMENTO,CA,95826,3,2,Residential,False,WAY
8032 DUSENBERG CT,1638,Mon May 19 00:00:00 EDT 2008,180000,38.466499,-121.381119,SACRAMENTO,CA,95828,4,2,Residential,False,CT
7110 STELLA LN Unit 15,1000,Mon May 19 00:00:00 EDT 2008,182000,38.637396,-121.300055,CARMICHAEL,CA,95608,2,2,Condo,False,LN
1786 PIEDMONT WAY,1152,Mon May 19 00:00:00 EDT 2008,188325,38.72748,-121.25653700000001,ROSEVILLE,CA,95661,3,1,Residential,False,WAY
1347 HIDALGO CIR,1154,Mon May 19 00:00:00 EDT 2008,191500,38.747878,-121.311279,ROSEVILLE,CA,95747,3,2,Residential,False,CIR
212 CAPPUCINO WAY,1353,Mon May 19 00:00:00 EDT 2008,192000,38.657810999999995,-121.465327,SACRAMENTO,CA,95838,3,2,Residential,False,WAY
5938 WOODBRIAR WAY,1329,Mon May 19 00:00:00 EDT 2008,192700,38.706152,-121.325399,CITRUS HEIGHTS,CA,95621,3,2,Residential,False,WAY
3801 WILDROSE WAY,1356,Mon May 19 00:00:00 EDT 2008,195000,38.544368,-121.369979,SACRAMENTO,CA,95826,3,1,Residential,False,WAY
508 SAMUEL WAY,1505,Mon May 19 00:00:00 EDT 2008,197654,38.645689000000004,-121.452766,SACRAMENTO,CA,95838,3,2,Residential,False,WAY
6128 CARL SANDBURG CIR,1009,Mon May 19 00:00:00 EDT 2008,198000,38.681540999999996,-121.355616,SACRAMENTO,CA,95842,3,1,Residential,False,CIR
1 KENNELFORD CIR,1144,Mon May 19 00:00:00 EDT 2008,200345,38.46452,-121.42760600000001,SACRAMENTO,CA,95823,3,2,Residential,False,CIR
909 SINGINGWOOD RD,930,Mon May 19 00:00:00 EDT 2008,203000,38.581471,-121.38838999999999,SACRAMENTO,CA,95864,2,1,Residential,False,RD
6671 FOXWOOD CT,1766,Mon May 19 00:00:00 EDT 2008,207000,38.687943,-121.328883,SACRAMENTO,CA,95841,4,2,Residential,False,CT
8165 AYN RAND CT,1940,Mon May 19 00:00:00 EDT 2008,208000,38.468639,-121.40326499999999,SACRAMENTO,CA,95828,4,3,Residential,False,CT
9474 VILLAGE TREE DR,1776,Mon May 19 00:00:00 EDT 2008,210000,38.413947,-121.408276,ELK GROVE,CA,95758,4,2,Residential,False,DR
7213 CALVIN DR,1258,Mon May 19 00:00:00 EDT 2008,212000,38.698153999999995,-121.298375,CITRUS HEIGHTS,CA,95621,3,1,Residential,False,DR
8167 DERBY PARK CT,1872,Mon May 19 00:00:00 EDT 2008,213675,38.460491999999995,-121.373379,SACRAMENTO,CA,95828,4,2,Residential,False,CT
6344 LAGUNA MIRAGE LN,1112,Mon May 19 00:00:00 EDT 2008,213697,38.423963,-121.428875,ELK GROVE,CA,95758,2,2,Residential,False,LN
2945 RED HAWK WAY,1856,Mon May 19 00:00:00 EDT 2008,215000,38.619675,-121.496903,SACRAMENTO,CA,95833,4,2,Residential,False,WAY
3228 I ST,1939,Mon May 19 00:00:00 EDT 2008,215000,38.573844,-121.46283899999999,SACRAMENTO,CA,95816,4,3,Residential,False,ST
308 ATKINSON ST,998,Mon May 19 00:00:00 EDT 2008,215100,38.746794,-121.29971,ROSEVILLE,CA,95678,3,1,Residential,False,ST
624 HOVEY WAY,1758,Mon May 19 00:00:00 EDT 2008,217500,38.756149,-121.30647900000001,ROSEVILLE,CA,95678,3,2,Residential,False,WAY
110 COPPER LEAF WAY,2142,Mon May 19 00:00:00 EDT 2008,218000,38.658466,-121.46066100000002,SACRAMENTO,CA,95838,3,2,Residential,False,WAY
7535 ALMA VISTA WAY,950,Mon May 19 00:00:00 EDT 2008,220000,38.48403,-121.50764099999999,SACRAMENTO,CA,95831,2,1,Residential,False,VISTA
7423 WILSALL CT,1739,Mon May 19 00:00:00 EDT 2008,221000,38.417026,-121.416821,ELK GROVE,CA,95758,4,3,Residential,False,CT
8629 VIA ALTA WAY,1516,Mon May 19 00:00:00 EDT 2008,222900,38.398245,-121.38061499999999,ELK GROVE,CA,95624,3,2,Residential,False,WAY
3318 DAVIDSON DR,988,Mon May 19 00:00:00 EDT 2008,223139,38.705753,-121.38891699999999,ANTELOPE,CA,95843,3,1,Residential,False,DR
913 COBDEN CT,1555,Mon May 19 00:00:00 EDT 2008,225500,38.282001,-121.295902,GALT,CA,95632,4,2,Residential,False,CT
4419 79TH ST,1212,Mon May 19 00:00:00 EDT 2008,228327,38.534827,-121.412545,SACRAMENTO,CA,95820,3,2,Residential,False,ST
3012 SPOONWOOD WAY,1871,Mon May 19 00:00:00 EDT 2008,230000,38.62478,-121.523474,SACRAMENTO,CA,95833,4,2,Residential,False,WAY
8728 CRYSTAL RIVER WAY,1302,Mon May 19 00:00:00 EDT 2008,230000,38.47547,-121.380055,SACRAMENTO,CA,95828,3,2,Residential,False,WAY
4709 AMBER LN Unit 1,756,Mon May 19 00:00:00 EDT 2008,230522,38.657789,-121.35499399999999,SACRAMENTO,CA,95841,2,1,Condo,False,LN
4508 OLD DAIRY DR,2026,Mon May 19 00:00:00 EDT 2008,231200,38.72286,-121.35893899999999,ANTELOPE,CA,95843,4,3,Residential,False,DR
312 RIVER ISLE WAY,1375,Mon May 19 00:00:00 EDT 2008,232000,38.49026,-121.550527,SACRAMENTO,CA,95831,3,2,Residential,False,WAY
301 OLIVADI WAY,1250,Mon May 19 00:00:00 EDT 2008,232500,38.644406,-121.549049,SACRAMENTO,CA,95834,2,2,Condo,False,WAY
5636 25TH ST,1058,Mon May 19 00:00:00 EDT 2008,233641,38.523828,-121.48113899999998,SACRAMENTO,CA,95822,3,1,Residential,False,ST
8721 SPRUCE RIDGE WAY,1187,Mon May 19 00:00:00 EDT 2008,234000,38.727657,-121.391028,ANTELOPE,CA,95843,3,2,Residential,False,WAY
7461 WINDBRIDGE DR,1324,Mon May 19 00:00:00 EDT 2008,234500,38.487970000000004,-121.530229,SACRAMENTO,CA,95831,2,2,Residential,False,DR
8101 LEMON COVE CT,1936,Mon May 19 00:00:00 EDT 2008,235000,38.462981,-121.40828799999998,SACRAMENTO,CA,95828,4,3,Residential,False,CT
10949 SCOTSMAN WAY,2382,Mon May 19 00:00:00 EDT 2008,236000,38.603685999999996,-121.27784399999999,RANCHO CORDOVA,CA,95670,5,4,Multi-Family,False,WAY
617 WILLOW CREEK DR,1427,Mon May 19 00:00:00 EDT 2008,236073,38.679626,-121.14260900000001,FOLSOM,CA,95630,3,2,Residential,False,DR
3301 PARK DR Unit 1914,1678,Mon May 19 00:00:00 EDT 2008,238000,38.665296000000005,-121.531993,SACRAMENTO,CA,95835,3,2,Condo,False,DR
709 CIMMARON CT,1798,Mon May 19 00:00:00 EDT 2008,238861,38.277177,-121.303747,GALT,CA,95632,4,2,Residential,False,CT
3305 RIO ROCA CT,2652,Mon May 19 00:00:00 EDT 2008,239700,38.725079,-121.387698,ANTELOPE,CA,95843,4,3,Residential,False,CT
9080 BEDROCK CT,1816,Mon May 19 00:00:00 EDT 2008,240000,38.456939,-121.36296499999999,SACRAMENTO,CA,95829,4,2,Residential,False,CT
100 TOURMALINE CIR,3076,Mon May 19 00:00:00 EDT 2008,240000,38.634370000000004,-121.510779,SACRAMENTO,CA,95834,5,3,Residential,False,CIR
6411 RED BIRCH WAY,1844,Mon May 19 00:00:00 EDT 2008,241000,38.43461,-121.42931599999999,ELK GROVE,CA,95758,4,2,Residential,False,WAY
4867 LAGUNA DR,1306,Mon May 19 00:00:00 EDT 2008,245000,38.46179,-121.445371,SACRAMENTO,CA,95823,3,2,Residential,False,DR
3662 RIVER DR,2447,Mon May 19 00:00:00 EDT 2008,246000,38.604969,-121.54255,SACRAMENTO,CA,95833,4,3,Residential,False,DR
6943 WOLFGRAM WAY,1176,Mon May 19 00:00:00 EDT 2008,247234,38.489215,-121.419546,SACRAMENTO,CA,95828,4,2,Residential,False,WAY
77 RINETTI WAY,1182,Mon May 19 00:00:00 EDT 2008,247480,38.687021,-121.463151,RIO LINDA,CA,95673,4,2,Residential,False,WAY
1316 I ST,1160,Mon May 19 00:00:00 EDT 2008,249862,38.683673999999996,-121.435204,RIO LINDA,CA,95673,3,1,Residential,False,ST
2130 CATHERWOOD WAY,1424,Mon May 19 00:00:00 EDT 2008,251000,38.675506,-121.51098700000001,SACRAMENTO,CA,95835,3,2,Residential,False,WAY
8304 JUGLANS DR,1574,Mon May 19 00:00:00 EDT 2008,252155,38.691829,-121.24903300000001,ORANGEVALE,CA,95662,4,2,Residential,False,DR
5308 MARBURY WAY,1830,Mon May 19 00:00:00 EDT 2008,254172,38.710221000000004,-121.341707,ANTELOPE,CA,95843,3,2,Residential,False,WAY
9182 LAKEMONT DR,1724,Mon May 19 00:00:00 EDT 2008,258000,38.451353000000005,-121.358776,ELK GROVE,CA,95624,4,2,Residential,False,DR
2231 COUNTRY VILLA CT,1255,Mon May 19 00:00:00 EDT 2008,260000,38.931671,-121.097862,AUBURN,CA,95603,2,2,Condo,False,CT
8491 CRYSTAL WALK CIR,0,Mon May 19 00:00:00 EDT 2008,261000,38.416916,-121.407554,ELK GROVE,CA,95758,0,0,Residential,True,CIR
361 MAHONIA CIR,2175,Mon May 19 00:00:00 EDT 2008,261000,38.676171999999994,-121.50976100000001,SACRAMENTO,CA,95835,4,3,Residential,False,CIR
3427 LA CADENA WAY,1904,Mon May 19 00:00:00 EDT 2008,261000,38.681194,-121.537351,SACRAMENTO,CA,95835,4,2,Residential,False,WAY
955 BIG SUR CT,1808,Mon May 19 00:00:00 EDT 2008,262500,38.664347,-121.07652900000001,EL DORADO HILLS,CA,95762,4,2,Residential,False,CT
11826 DIONYSUS WAY,2711,Mon May 19 00:00:00 EDT 2008,266000,38.551046,-121.239411,RANCHO CORDOVA,CA,95742,4,2,Residential,False,WAY
5847 DEL CAMPO LN,1713,Mon May 19 00:00:00 EDT 2008,266000,38.671995,-121.324339,CARMICHAEL,CA,95608,3,1,Residential,False,LN
5635 FOXVIEW WAY,1457,Mon May 19 00:00:00 EDT 2008,270000,38.395255999999996,-121.438249,ELK GROVE,CA,95757,3,2,Residential,False,WAY
10372 VIA CINTA CT,2724,Mon May 19 00:00:00 EDT 2008,274425,38.380089,-121.42818600000001,ELK GROVE,CA,95757,4,3,Residential,False,CT
6286 LONETREE BLVD,0,Mon May 19 00:00:00 EDT 2008,274500,38.805036,-121.293608,ROCKLIN,CA,95765,0,0,Residential,True,BLVD
7744 SOUTHBREEZE DR,1468,Mon May 19 00:00:00 EDT 2008,275336,38.476932,-121.378349,SACRAMENTO,CA,95828,3,2,Residential,False,DR
2242 ABLE WAY,2550,Mon May 19 00:00:00 EDT 2008,277980,38.666074,-121.509743,SACRAMENTO,CA,95835,4,3,Residential,False,WAY
1042 STARBROOK DR,1928,Mon May 19 00:00:00 EDT 2008,280000,38.285610999999996,-121.29306299999999,GALT,CA,95632,4,2,Residential,False,DR
1219 G ST,1922,Mon May 19 00:00:00 EDT 2008,284686,38.582817999999996,-121.48909599999999,SACRAMENTO,CA,95814,3,3,Residential,False,ST
6220 OPUS CT,1343,Mon May 19 00:00:00 EDT 2008,284893,38.715853,-121.317095,CITRUS HEIGHTS,CA,95621,3,2,Residential,False,CT
5419 HAVENHURST CIR,1510,Mon May 19 00:00:00 EDT 2008,285000,38.786746,-121.209957,ROCKLIN,CA,95677,3,2,Residential,False,CIR
220 OLD AIRPORT RD,960,Mon May 19 00:00:00 EDT 2008,285000,38.939802,-121.054575,AUBURN,CA,95603,2,2,Multi-Family,False,RD
4622 MEYER WAY,1559,Mon May 19 00:00:00 EDT 2008,285000,38.64913,-121.310667,CARMICHAEL,CA,95608,4,2,Residential,False,WAY
4885 SUMMIT VIEW DR,1624,Mon May 19 00:00:00 EDT 2008,289000,38.673285,-120.879176,EL DORADO,CA,95623,3,2,Residential,False,DR
26 JEANROSS CT,2992,Mon May 19 00:00:00 EDT 2008,295000,38.473162,-121.49108500000001,SACRAMENTO,CA,95832,5,3,Residential,False,CT
4800 MAPLEPLAIN AVE,2109,Mon May 19 00:00:00 EDT 2008,296000,38.432848,-121.44923700000001,ELK GROVE,CA,95758,4,2,Residential,False,AVE
10629 BASIE WAY,1524,Mon May 19 00:00:00 EDT 2008,296056,38.579,-121.292627,RANCHO CORDOVA,CA,95670,4,2,Residential,False,WAY
8612 WILLOW GROVE WAY,1248,Mon May 19 00:00:00 EDT 2008,297359,38.464994,-121.38696200000001,SACRAMENTO,CA,95828,3,2,Residential,False,WAY
62 DE FER CIR,1876,Mon May 19 00:00:00 EDT 2008,299940,38.492540000000005,-121.46331599999999,SACRAMENTO,CA,95823,4,2,Residential,False,CIR
2513 OLD KENMARE RD,0,Mon May 19 00:00:00 EDT 2008,304000,38.847396,-121.25958600000001,LINCOLN,CA,95648,5,3,Residential,True,RD
3253 ABOTO WAY,1851,Mon May 19 00:00:00 EDT 2008,305000,38.57727,-121.285591,RANCHO CORDOVA,CA,95670,4,3,Residential,False,WAY
3072 VILLAGE PLAZA DR,0,Mon May 19 00:00:00 EDT 2008,307000,38.773094,-121.365905,ROSEVILLE,CA,95747,0,0,Residential,True,DR
251 CHANGO CIR,2218,Mon May 19 00:00:00 EDT 2008,311328,38.68237,-121.539147,SACRAMENTO,CA,95835,4,2,Residential,False,CIR
8205 WEYBURN CT,1394,Mon May 19 00:00:00 EDT 2008,313138,38.47316,-121.403893,SACRAMENTO,CA,95828,3,2,Residential,False,CT
8788 LA MARGARITA WAY,1410,Mon May 19 00:00:00 EDT 2008,316630,38.468185,-121.375694,SACRAMENTO,CA,95828,3,2,Residential,False,WAY
5912 DEEPDALE WAY,3468,Mon May 19 00:00:00 EDT 2008,320000,38.439565,-121.43660600000001,ELK GROVE,CA,95758,5,3,Residential,False,WAY
4712 PISMO BEACH DR,2346,Mon May 19 00:00:00 EDT 2008,320000,38.707705,-121.354153,ANTELOPE,CA,95843,5,3,Residential,False,DR
4741 PACIFIC PARK DR,2347,Mon May 19 00:00:00 EDT 2008,325000,38.709299,-121.35305600000001,ANTELOPE,CA,95843,5,3,Residential,False,DR
310 GROTH CIR,1659,Mon May 19 00:00:00 EDT 2008,328578,38.638764,-121.531827,SACRAMENTO,CA,95834,4,2,Residential,False,CIR
6121 WILD FOX CT,2442,Mon May 19 00:00:00 EDT 2008,331000,38.406758,-121.431669,ELK GROVE,CA,95757,3,3,Residential,False,CT
12241 CANYONLANDS DR,0,Mon May 19 00:00:00 EDT 2008,331500,38.557293,-121.217611,RANCHO CORDOVA,CA,95742,0,0,Residential,True,DR
29 COOL FOUNTAIN CT,2155,Mon May 19 00:00:00 EDT 2008,340000,38.606906,-121.54132,SACRAMENTO,CA,95833,4,2,Residential,False,CT
907 RIO ROBLES AVE,0,Mon May 19 00:00:00 EDT 2008,344755,38.664765,-121.445006,SACRAMENTO,CA,95838,0,0,Residential,True,AVE
8909 BILLFISH WAY,1810,Mon May 19 00:00:00 EDT 2008,345746,38.475433,-121.372584,SACRAMENTO,CA,95828,3,2,Residential,False,WAY
6232 GUS WAY,2789,Mon May 19 00:00:00 EDT 2008,351000,38.388129,-121.43117,ELK GROVE,CA,95757,4,2,Residential,False,WAY
200 OAKWILDE ST,1606,Mon May 19 00:00:00 EDT 2008,353767,38.2535,-121.31812,GALT,CA,95632,4,2,Residential,False,ST
1033 PARK STREAM DR,0,Mon May 19 00:00:00 EDT 2008,355000,38.287785,-121.28990300000001,GALT,CA,95632,0,0,Residential,True,DR
200 ALLAIRE CIR,2166,Mon May 19 00:00:00 EDT 2008,356035,38.68318,-121.53483999999999,SACRAMENTO,CA,95835,4,2,Residential,False,CIR
1322 SUTTER WALK,0,Mon May 19 00:00:00 EDT 2008,360000,38.53805,-121.5047,SACRAMENTO,CA,95816,0,0,Condo,True,WALK
5479 NICKMAN WAY,1871,Mon May 19 00:00:00 EDT 2008,360552,38.672965999999995,-121.502748,SACRAMENTO,CA,95835,4,2,Residential,False,WAY
2103 BURBERRY WAY,1800,Mon May 19 00:00:00 EDT 2008,362305,38.67342,-121.50854199999999,SACRAMENTO,CA,95835,3,2,Residential,False,WAY
2450 SAN JOSE WAY,1683,Mon May 19 00:00:00 EDT 2008,365000,38.553596,-121.459483,SACRAMENTO,CA,95817,3,1,Residential,False,WAY
7641 ROSEHALL DR,0,Mon May 19 00:00:00 EDT 2008,367554,38.791616999999995,-121.286147,ROSEVILLE,CA,95678,3,2,Residential,True,DR
1336 LAYSAN TEAL DR,0,Mon May 19 00:00:00 EDT 2008,368500,38.796121,-121.31996299999999,ROSEVILLE,CA,95747,0,0,Residential,True,DR
2802 BLACK OAK DR,1596,Mon May 19 00:00:00 EDT 2008,370000,38.837006,-121.232024,ROCKLIN,CA,95765,2,2,Residential,False,DR
2113 FALL TRAIL CT,0,Mon May 19 00:00:00 EDT 2008,371086,38.733155,-120.74803899999999,PLACERVILLE,CA,95667,4,2,Residential,True,CT
10112 LAMBEAU CT,1179,Mon May 19 00:00:00 EDT 2008,378000,38.390328000000004,-121.448022,ELK GROVE,CA,95757,3,2,Residential,False,CT
6313 CASTRO VERDE WAY,0,Mon May 19 00:00:00 EDT 2008,383000,38.381102,-121.42901,ELK GROVE,CA,95757,0,0,Residential,True,WAY
